Post_Date,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,ERR%,ERR_Level
2022-07-19,Twitter,#Tech,Shorts,USA,2876540,10981,63070,9201,2.8941714698909102,Average
2022-06-04,Instagram,#Viral,Video,Japan,4298093,313918,75168,21454,9.551677918555972,Excellent
2022-08-03,Instagram,#Comedy,Tweet,Japan,2685008,312885,79634,27209,15.63228117011197,Excellent
2023-04-26,TikTok,#Fitness,Video,UK,794730,194026,93504,47841,42.19936330577681,Excellent
2022-09-01,Twitter,#Gaming,Live Stream,Australia,1477708,265660,97515,21963,26.063200578192713,Excellent
2022-07-25,TikTok,#Challenge,Video,USA,2418004,471089,47327,24701,22.461377235107964,Excellent
2022-08-09,Instagram,#Fashion,Tweet,India,454490,367108,6386,33172,89.47743624722216,Excellent
2023-02-04,TikTok,#Challenge,Reel,Japan,1061491,404574,82042,29450,48.617086720471484,Excellent
2022-10-19,Twitter,#Gaming,Shorts,India,655507,247570,68972,23701,51.90531908888845,Excellent
2022-01-05,TikTok,#Challenge,Shorts,Germany,2631238,442816,29304,44101,19.618939829844354,Excellent
2022-02-03,Instagram,#Dance,Shorts,Canada,2414079,453772,12971,44775,21.18895032018422,Excellent
2023-02-17,YouTube,#Fitness,Live Stream,Japan,3213925,436365,48616,46800,16.546154624018918,Excellent
2023-09-26,Twitter,#Fitness,Live Stream,Australia,1658817,280297,70901,36696,23.383772893574157,Excellent
2023-07-20,TikTok,#Fitness,Post,Brazil,2878436,149765,9840,42118,7.008076608269214,Excellent
2022-07-09,TikTok,#Challenge,Live Stream,Brazil,3730939,8927,36583,33397,2.114936749166899,Average
2023-10-16,TikTok,#Education,Video,USA,1951149,367712,57910,28894,23.29478681535854,Excellent
2022-10-14,Instagram,#Tech,Live Stream,India,4031260,489680,10003,38423,13.348332779329539,Excellent
2022-04-28,TikTok,#Dance,Tweet,UK,800596,434086,82037,27401,67.88992200810397,Excellent
2023-10-21,Twitter,#Music,Live Stream,Japan,3059352,45964,49018,20424,3.7722367350994586,High
2023-11-30,YouTube,#Tech,Tweet,USA,489829,338839,69684,45590,92.70847581502932,Excellent
2022-11-12,YouTube,#Gaming,Video,Brazil,1775441,300600,92494,29780,23.817969732590385,Excellent
2022-06-13,Twitter,#Fitness,Shorts,UK,3386425,804,77479,48511,3.7441845013546735,High
2023-02-20,Instagram,#Gaming,Reel,India,3147828,488798,11213,28108,16.777250853604453,Excellent
2023-04-13,TikTok,#Challenge,Shorts,Australia,1370433,360983,28865,7949,29.027103112665852,Excellent
2022-04-15,Twitter,#Viral,Tweet,USA,4329212,314231,36820,38094,8.98881828840907,Excellent
2022-09-22,YouTube,#Comedy,Tweet,Brazil,1193284,301260,95595,13072,34.35284475447588,Excellent
2022-11-21,TikTok,#Comedy,Tweet,Japan,4969573,61124,69585,20780,3.0483303092639953,Average
2023-07-14,Twitter,#Viral,Tweet,Brazil,3380653,387333,43799,7391,12.971547212920106,Excellent
2022-01-03,Twitter,#Dance,Video,Brazil,4615991,4652,67987,39672,2.4330853331386475,Average
2023-04-15,TikTok,#Tech,Shorts,Germany,864943,82684,91782,8394,21.14127751770926,Excellent
2022-05-10,Instagram,#Comedy,Post,UK,1263647,322686,75202,21411,33.18165595296787,Excellent
2023-01-14,YouTube,#Fashion,Post,USA,1984393,375236,99926,43802,26.152279311608133,Excellent
2023-10-02,TikTok,#Music,Reel,USA,3986858,90525,32612,1252,3.1199756800969585,Average
2023-04-07,TikTok,#Fitness,Video,Brazil,1026460,195036,70291,35850,29.341328449233288,Excellent
2023-03-10,TikTok,#Viral,Shorts,Germany,3391235,264956,65030,40163,10.914873195163414,Excellent
2023-02-23,Twitter,#Challenge,Video,Brazil,3216923,205624,63081,49107,9.879378524136264,Excellent
2023-05-26,Instagram,#Dance,Tweet,USA,4841137,431351,625,19075,9.31704680119567,Excellent
2022-11-07,TikTok,#Gaming,Shorts,Brazil,2056554,5852,96016,26074,6.221183591580868,Excellent
2023-12-22,Instagram,#Music,Live Stream,Brazil,1889541,357123,24263,35214,22.047682479501635,Excellent
2023-03-25,Instagram,#Tech,Video,Canada,2385749,319160,12581,37720,15.486163883962648,Excellent
2022-12-05,YouTube,#Comedy,Post,UK,2543088,334654,46205,44955,16.743974254921575,Excellent
2022-06-08,Instagram,#Music,Reel,Germany,4826724,359660,68209,1169,8.888803254546977,Excellent
2022-04-28,Instagram,#Education,Video,India,2780722,130632,4458,42849,6.399021549079699,Excellent
2023-05-30,Twitter,#Education,Post,Japan,4582230,284453,89108,46380,9.164555249300014,Excellent
2022-09-12,YouTube,#Fashion,Post,USA,4126761,108177,6409,1021,2.801397997121714,Average
2023-02-24,Twitter,#Fashion,Post,Brazil,2116294,479845,2280,48864,25.09051199880546,Excellent
2023-01-30,Instagram,#Dance,Post,Canada,3724442,459724,55807,9912,14.107965703318778,Excellent
2023-12-09,Instagram,#Gaming,Tweet,Brazil,4170208,315259,26019,37399,9.080530275708071,Excellent
2022-01-06,Twitter,#Comedy,Shorts,Canada,1340034,92561,43545,32024,12.546696576355526,Excellent
2023-06-27,YouTube,#Education,Post,India,2091486,222248,78214,42629,16.40417387446055,Excellent
2022-01-23,Twitter,#Fashion,Reel,Japan,4386555,119786,77421,45384,5.5303307493009894,High
2022-12-16,YouTube,#Viral,Live Stream,Germany,3781524,76341,10644,1692,2.34500693371244,Average
2022-05-27,TikTok,#Tech,Shorts,Japan,2076113,484384,39567,41864,27.253574347831744,Excellent
2023-11-06,TikTok,#Music,Tweet,Brazil,3648938,224759,88368,34806,9.535185305971217,Excellent
2023-05-15,TikTok,#Dance,Live Stream,USA,1304352,334062,84453,42589,35.351193542847334,Excellent
2022-02-15,Instagram,#Viral,Tweet,Australia,4113719,371010,23116,29531,10.298637315771932,Excellent
2023-01-03,TikTok,#Tech,Live Stream,Germany,2919564,36753,49519,6372,3.173213534623663,Average
2023-05-25,YouTube,#Gaming,Tweet,USA,4732496,365067,78267,37692,10.164319209144605,Excellent
2023-12-28,Twitter,#Challenge,Shorts,Japan,2040652,407996,11598,40259,22.534611486916926,Excellent
2023-07-08,YouTube,#Gaming,Live Stream,Canada,3380651,451739,2827,2335,13.515177993824267,Excellent
2023-10-07,YouTube,#Education,Video,India,2592595,237876,33780,36343,11.879950397188917,Excellent
2022-06-18,Instagram,#Gaming,Post,Canada,4284095,435610,44348,35611,12.034490364942888,Excellent
2022-02-19,YouTube,#Tech,Video,Brazil,1562200,236997,84050,12958,21.38042504160799,Excellent
2023-03-15,Twitter,#Fashion,Live Stream,USA,3305437,493487,69852,38719,18.214172588979913,Excellent
2023-08-03,YouTube,#Dance,Shorts,India,2293007,93269,84008,11949,8.252307995570881,Excellent
2023-09-04,Twitter,#Fashion,Shorts,UK,1191376,239380,16309,8387,22.165630329971396,Excellent
2022-03-15,YouTube,#Viral,Live Stream,India,660930,336481,11129,35123,57.908250495513904,Excellent
2022-07-20,TikTok,#Comedy,Live Stream,India,790471,245250,99730,49881,49.952623182887166,Excellent
2022-08-02,YouTube,#Comedy,Live Stream,Japan,4565789,300350,4163,15057,6.999228391850784,Excellent
2022-06-21,Instagram,#Fitness,Shorts,USA,1513083,352786,90781,29795,31.28460236484053,Excellent
2022-08-21,Twitter,#Fashion,Shorts,Japan,3829879,145994,75122,11620,6.076849947478759,Excellent
2023-09-05,YouTube,#Viral,Live Stream,Australia,2754577,351227,85607,43219,17.42746708478289,Excellent
2022-02-20,Twitter,#Fitness,Video,Canada,3497840,366736,65404,28802,13.177904077945247,Excellent
2022-08-15,Instagram,#Viral,Tweet,Germany,4746014,29305,89872,16323,2.8550273977278615,Average
2022-03-23,Twitter,#Fitness,Video,Canada,4161787,343575,2003,19921,8.78226108159788,Excellent
2022-02-16,YouTube,#Dance,Video,India,3873103,121317,4727,38875,4.258058719326597,High
2022-01-04,YouTube,#Viral,Tweet,Brazil,3620241,386951,38015,31259,12.60206157545865,Excellent
2023-05-11,YouTube,#Tech,Video,India,3722406,295942,27878,47869,9.985181627151901,Excellent
2022-08-23,YouTube,#Dance,Video,India,2975095,449386,33351,13313,16.67341715138508,Excellent
2022-02-08,YouTube,#Tech,Reel,Brazil,178206,37884,42111,34950,64.50119524595131,Excellent
2022-11-30,TikTok,#Tech,Reel,Australia,2221223,69758,80790,38108,8.493339029894791,Excellent
2023-05-13,Twitter,#Fitness,Video,USA,3283134,413608,67001,12600,15.022505934878078,Excellent
2022-06-12,Twitter,#Dance,Live Stream,Germany,2215064,29791,99856,25420,7.000565220688883,Excellent
2022-08-19,Twitter,#Fashion,Video,Brazil,2189190,105704,95438,38438,10.94377372452825,Excellent
2023-05-29,Instagram,#Fitness,Live Stream,UK,2085067,227030,40851,2906,12.98696876407329,Excellent
2022-03-22,Instagram,#Viral,Live Stream,India,4121250,73511,93273,36056,4.921807703973309,High
2023-01-02,Twitter,#Fitness,Live Stream,USA,1706185,35065,44031,14777,5.501923882814584,High
2022-01-19,Twitter,#Education,Video,Canada,697238,308437,36985,18584,52.20685045852349,Excellent
2023-08-30,Twitter,#Viral,Post,USA,2611265,196133,74984,14125,10.923517911816687,Excellent
2023-04-13,Instagram,#Challenge,Reel,UK,4248915,261493,87021,28833,8.881020213395654,Excellent
2022-06-30,YouTube,#Dance,Post,Canada,3239323,38620,936,18479,1.7915780550442177,Average
2022-11-30,Twitter,#Fashion,Live Stream,Canada,3551156,74808,24814,5993,2.974101954405833,Average
2022-07-27,TikTok,#Tech,Post,Brazil,4569045,140232,946,8215,3.269676704869398,Average
2023-06-15,YouTube,#Tech,Post,Brazil,651443,338455,43231,38317,64.47271672272171,Excellent
2022-11-08,TikTok,#Comedy,Post,India,3484442,290461,51999,5863,9.996521681233322,Excellent
2022-03-27,TikTok,#Gaming,Live Stream,Australia,497423,158956,68044,30123,51.69101549385533,Excellent
2023-05-10,YouTube,#Viral,Live Stream,Japan,1128302,228488,52037,25873,27.155672860634827,Excellent
2022-10-05,YouTube,#Education,Live Stream,USA,2677335,7372,39950,10623,2.164279031200802,Average
2023-07-05,YouTube,#Education,Shorts,India,1050909,258178,5642,13315,26.370979789877147,Excellent
2022-05-21,Twitter,#Education,Live Stream,Canada,1015391,388747,2397,15351,40.033346760016585,Excellent
2022-10-04,Twitter,#Fashion,Post,Canada,1217360,423212,78276,46525,45.01651113885786,Excellent
2023-09-27,TikTok,#Challenge,Tweet,Brazil,3371506,450959,9604,38602,14.805401503067175,Excellent
2022-11-19,YouTube,#Music,Reel,USA,2477176,11709,98546,46222,6.316749395279141,Excellent
2023-11-16,Instagram,#Dance,Reel,Canada,2912775,178086,11014,25511,7.367922342096454,Excellent
2022-04-16,YouTube,#Music,Video,Brazil,962239,312622,27648,42018,39.72900703463485,Excellent
2022-11-02,TikTok,#Challenge,Post,Brazil,3069640,139491,60853,30527,7.521109967292581,Excellent
2023-06-16,YouTube,#Education,Tweet,USA,1106136,186803,18713,7394,19.24808522640977,Excellent
2023-11-23,Instagram,#Tech,Reel,Canada,4018134,476460,96568,48685,15.472679607001657,Excellent
2022-01-03,Instagram,#Tech,Video,Brazil,1135196,106116,41569,21497,14.903329469096086,Excellent
2022-07-14,Instagram,#Dance,Shorts,Brazil,2930383,479741,220,33112,17.508735206285323,Excellent
2023-05-15,Twitter,#Fashion,Reel,India,963339,243870,4291,30134,28.88858439241015,Excellent
2023-11-23,TikTok,#Dance,Tweet,Germany,2542362,339645,75620,27672,17.42226323395331,Excellent
2023-06-26,YouTube,#Music,Shorts,USA,929670,415475,77500,1737,53.21372099777341,Excellent
2023-08-19,Instagram,#Fashion,Reel,Germany,2808211,93056,17427,27332,4.9075728283950175,High
2023-03-30,Twitter,#Comedy,Tweet,Canada,3737771,3185,21475,43289,1.8179016317479053,Average
2022-12-21,YouTube,#Challenge,Video,USA,4446755,221164,44206,37039,6.800667003241689,Excellent
2023-08-21,TikTok,#Gaming,Post,UK,2013957,449783,37315,45597,26.450167506058968,Excellent
2023-05-22,TikTok,#Tech,Reel,Canada,1036784,398301,83508,44951,50.80711122085218,Excellent
2022-06-17,Twitter,#Education,Video,USA,3980555,275061,89641,47571,10.357173811189647,Excellent
2022-01-05,TikTok,#Gaming,Video,Brazil,4198164,5801,27958,40130,1.7600312898686188,Average
2023-10-09,Instagram,#Education,Tweet,USA,3123278,298146,8587,1236,9.860441497682883,Excellent
2023-08-04,TikTok,#Gaming,Video,Japan,2064157,356084,56738,25612,21.24034169881458,Excellent
2022-03-02,TikTok,#Education,Post,USA,2074835,47157,47309,8648,4.9697445820993,High
2023-06-27,TikTok,#Education,Reel,USA,4860381,322942,75521,4830,8.297559388862725,Excellent
2023-06-13,Instagram,#Fashion,Reel,Brazil,3599873,278305,77717,19512,10.431868013121575,Excellent
2023-06-19,TikTok,#Gaming,Reel,Brazil,3940481,94795,68944,47811,5.368633930730791,High
2023-08-01,TikTok,#Fashion,Reel,UK,3402318,493021,14422,17661,15.433713133222703,Excellent
2022-11-12,Instagram,#Tech,Post,Germany,2836169,142049,19440,32540,6.8412354834990445,Excellent
2022-03-25,Instagram,#Fashion,Tweet,Australia,3207625,410976,85117,37271,16.628003585207125,Excellent
2022-07-15,Twitter,#Tech,Post,Australia,3036452,221744,11077,49900,9.31089969477535,Excellent
2022-07-18,TikTok,#Music,Reel,Japan,4172163,236621,13929,2337,6.061292427932466,Excellent
2023-01-15,Twitter,#Fitness,Video,India,1588694,85453,32995,47809,10.46501088315308,Excellent
2022-03-08,TikTok,#Education,Reel,Germany,4698854,234921,87352,22243,7.331915398946211,Excellent
2022-06-03,TikTok,#Dance,Shorts,Germany,1435830,117831,84434,24859,15.81830718121226,Excellent
2023-05-03,TikTok,#Dance,Shorts,Australia,3990883,491508,66058,37043,14.899183965052346,Excellent
2022-01-23,Twitter,#Education,Post,Canada,778600,491963,55403,8603,71.40624197277164,Excellent
2022-05-12,TikTok,#Comedy,Live Stream,Brazil,4103458,118601,51035,44941,5.229175003131505,High
2023-04-28,TikTok,#Dance,Video,Australia,4149798,198160,72234,42191,7.532535318586592,Excellent
2022-01-19,Twitter,#Music,Video,Japan,3312891,292286,6952,23430,9.739771094189335,Excellent
2023-02-20,TikTok,#Music,Video,India,1154890,242791,31594,24465,25.876923343348718,Excellent
2023-09-16,YouTube,#Fitness,Video,Germany,2289467,55335,94333,43209,8.42453723945355,Excellent
2022-09-30,Twitter,#Gaming,Post,India,950724,371343,52165,30174,47.71963261682676,Excellent
2022-08-04,Twitter,#Education,Post,Japan,4641254,378649,39504,22534,9.494998549960851,Excellent
2022-03-13,YouTube,#Challenge,Reel,USA,633478,356209,80366,48809,76.62207685191909,Excellent
2022-10-25,Twitter,#Fashion,Reel,Australia,513065,249364,19912,7312,53.908958903842596,Excellent
2023-09-24,Twitter,#Gaming,Tweet,Japan,2165655,124165,5295,34518,7.571750809801192,Excellent
2023-02-03,Instagram,#Education,Video,USA,4029746,268583,97064,12067,9.373146595343727,Excellent
2023-05-29,YouTube,#Music,Video,Japan,505913,272303,96744,360,73.01789042780082,Excellent
2022-09-26,TikTok,#Challenge,Reel,USA,4486868,94546,72083,47825,4.779592357074022,High
2022-01-30,Instagram,#Fitness,Live Stream,UK,4184048,287717,88326,45451,10.073832804977382,Excellent
2022-02-13,Twitter,#Fitness,Post,Germany,2435410,326186,1739,5729,13.700116202200041,Excellent
2022-07-09,Instagram,#Education,Video,USA,1171718,339285,76401,22897,37.43076405756334,Excellent
2023-06-16,Twitter,#Comedy,Shorts,Brazil,4098970,468202,10925,38510,12.628465199794094,Excellent
2022-02-24,YouTube,#Viral,Video,Australia,1538823,307662,59624,8124,24.395918179023838,Excellent
2023-02-16,Twitter,#Fitness,Video,USA,2595660,434540,40012,13478,18.801769106893815,Excellent
2023-09-16,TikTok,#Gaming,Shorts,Australia,3521130,260136,65723,32176,10.168184645270125,Excellent
2022-06-08,Instagram,#Gaming,Tweet,India,3589308,407373,70852,20849,13.90446292154365,Excellent
2023-05-20,YouTube,#Comedy,Tweet,UK,1035365,326981,34821,2572,35.192806401607164,Excellent
2022-07-20,Instagram,#Education,Reel,UK,2315963,306373,6915,33050,14.954383986272665,Excellent
2023-07-07,YouTube,#Education,Reel,Canada,2676777,488199,52014,45422,21.87836341988892,Excellent
2023-07-10,Instagram,#Viral,Video,Canada,2950546,305105,99587,34102,14.871620371280434,Excellent
2022-04-30,TikTok,#Fashion,Tweet,USA,3368170,17758,93392,19981,3.893241730672739,High
2023-03-03,YouTube,#Fashion,Reel,Japan,4736019,308046,88779,33858,9.09377686195938,Excellent
2022-05-05,TikTok,#Gaming,Reel,Japan,2258063,241357,49321,14634,13.520969078364953,Excellent
2023-10-02,YouTube,#Comedy,Live Stream,Germany,4989820,166706,39793,15510,4.4492386498911785,High
2023-04-02,YouTube,#Tech,Post,Germany,4766161,384232,67245,8995,9.661276654313609,Excellent
2022-07-11,TikTok,#Challenge,Reel,UK,4706101,198755,73600,39098,6.618068757980332,Excellent
2023-04-15,Twitter,#Fashion,Live Stream,Canada,1726804,328441,44676,1323,21.683989613181346,Excellent
2022-01-17,YouTube,#Dance,Tweet,Canada,3218932,135138,58808,4020,6.150052253356082,Excellent
2023-04-08,Instagram,#Education,Live Stream,Germany,1374292,468164,79559,11612,40.69986582181953,Excellent
2023-08-31,Twitter,#Gaming,Shorts,Japan,2307722,112883,48860,26500,8.157091712086638,Excellent
2022-01-07,TikTok,#Fitness,Post,USA,3943560,361857,53708,10889,10.813934617452253,Excellent
2023-12-22,YouTube,#Viral,Tweet,USA,4397362,416040,26255,37205,10.90426487516834,Excellent
2022-10-26,Instagram,#Tech,Reel,India,2904623,210629,93645,25652,11.358651363705375,Excellent
2023-09-12,YouTube,#Dance,Reel,USA,4648895,334635,14885,39943,8.377539178665037,Excellent
2023-05-19,YouTube,#Education,Tweet,Japan,2182075,401349,79190,49849,24.306588911930156,Excellent
2022-02-02,YouTube,#Tech,Tweet,Germany,3686801,289690,37216,29859,9.676817381789796,Excellent
2022-12-14,Instagram,#Challenge,Tweet,Germany,1021135,442784,49480,32668,51.406718994060526,Excellent
2023-03-16,Twitter,#Music,Tweet,USA,2616896,411249,93026,8004,19.575825711071438,Excellent
2023-04-03,YouTube,#Dance,Post,USA,2286789,161388,40096,47798,10.900962003927777,Excellent
2022-07-01,Twitter,#Tech,Tweet,Canada,803980,242545,76839,34020,43.95681484614045,Excellent
2023-06-20,YouTube,#Fitness,Reel,Japan,1658169,328783,1574,11658,20.626064050166175,Excellent
2022-02-28,Twitter,#Dance,Post,Japan,723296,216935,93964,23402,46.21911361323718,Excellent
2022-12-13,TikTok,#Tech,Tweet,Japan,3206060,426226,17467,29795,14.768532092350112,Excellent
2022-12-30,TikTok,#Tech,Post,Japan,1655182,289945,93775,32084,25.121346172203417,Excellent
2023-04-30,TikTok,#Viral,Video,Australia,1476674,464620,19688,29990,34.828134036354676,Excellent
2022-11-10,Twitter,#Viral,Shorts,Brazil,1771174,91099,97414,3140,10.820676003599871,Excellent
2022-03-08,TikTok,#Challenge,Reel,Australia,3327212,134040,6283,36793,5.323255626632748,High
2022-08-30,TikTok,#Gaming,Post,India,690673,437322,28171,24122,70.88955265371601,Excellent
2023-02-19,YouTube,#Gaming,Tweet,Australia,3569008,137418,23331,49305,5.885500957128704,High
2022-11-25,TikTok,#Dance,Tweet,Brazil,3099684,153065,41200,7632,6.513470405370354,Excellent
2022-08-06,Twitter,#Music,Reel,Japan,3710671,76950,26333,7103,2.9748258468616595,Average
2023-10-31,Instagram,#Education,Post,Canada,3188483,368317,49091,21981,13.780503142089827,Excellent
2023-10-27,TikTok,#Comedy,Live Stream,USA,2801347,499380,60311,12282,20.41778472998882,Excellent
2022-04-22,TikTok,#Challenge,Live Stream,USA,2248578,93218,59577,14331,7.432519574593366,Excellent
2022-07-09,Twitter,#Music,Live Stream,Australia,1609482,403027,23102,44642,29.24984560249819,Excellent
2023-05-12,YouTube,#Challenge,Live Stream,Brazil,4251376,37945,3378,26696,1.5999290582625485,Average
2022-07-01,YouTube,#Challenge,Reel,India,1358058,300720,59766,43145,29.721190111173456,Excellent
2023-03-03,TikTok,#Tech,Tweet,India,2606224,69943,67574,13284,5.786187219517585,High
2023-01-22,Instagram,#Viral,Video,Brazil,3442475,429165,1181,16421,12.978075367286618,Excellent
2023-11-23,Twitter,#Dance,Live Stream,Australia,3909627,162796,63419,5547,5.927982388089708,High
